iter	Passed	Remaining
359	645	1148
360	648	1147
361	649	1145
362	651	1143
363	653	1141
364	655	1139
365	657	1138
366	658	1136
367	660	1134
368	662	1132
369	663	1130
370	665	1128
371	667	1126
372	669	1125
373	671	1123
374	672	1121
375	674	1119
376	676	1117
377	678	1116
378	680	1114
379	682	1112
380	683	1111
381	685	1109
382	687	1107
383	689	1105
384	691	1103
385	692	1102
386	694	1100
387	696	1098
388	698	1096
389	699	1094
390	701	1092
391	703	1091
392	705	1089
393	706	1087
394	708	1085
395	710	1083
396	712	1081
397	714	1080
398	715	1078
399	717	1076
400	719	1074
401	721	1072
402	722	1070
403	724	1068
404	726	1066
405	727	1064
406	729	1062
407	731	1060
408	732	1059
409	734	1057
410	736	1055
411	738	1053
412	739	1051
413	741	1049
414	742	1047
415	744	1045
416	746	1043
417	748	1041
418	749	1039
419	751	1037
420	753	1035
421	755	1034
422	756	1032
423	758	1030
424	760	1028
425	761	1026
426	763	1024
427	765	1022
428	766	1020
429	768	1018
430	770	1016
431	771	1014
432	773	1012
433	775	1010
434	776	1008
435	778	1006
436	780	1005
437	781	1003
438	783	1001
439	785	999
440	786	997
441	788	995
442	789	993
443	791	991
444	793	989
445	795	987
446	797	986
447	798	984
448	800	982
449	802	980
450	804	978
451	805	976
452	807	975
453	809	973
454	810	971
455	812	969
456	814	967
457	815	965
458	817	963
459	819	961
460	821	959
461	822	958
462	824	956
463	826	954
464	827	952
465	829	950
466	831	948
467	832	946
468	834	944
469	836	942
470	837	941
471	839	939
472	841	937
473	842	935
474	844	933
475	846	931
476	847	929
477	849	927
478	851	925
479	852	923
480	854	922
481	856	920
482	857	918
483	859	916
484	861	914
485	862	912
486	864	910
487	866	908
488	867	906
489	869	904
490	871	903
491	872	901
492	874	899
493	876	897
494	877	895
495	879	893
496	881	891
497	883	890
498	884	888
499	886	886
500	887	884
501	889	882
502	891	880
503	893	878
504	894	877
505	896	875
506	898	873
507	899	871
508	901	869
509	903	867
510	905	866
511	906	864
512	908	862
513	909	860
514	911	858
515	913	856
516	914	854
517	916	852
518	918	851
519	919	849
520	921	847
521	923	845
522	925	843
523	926	841
524	928	839
525	929	838
526	931	836
527	933	834
528	934	832
529	936	830
530	938	828
531	939	826
532	941	824
533	943	823
534	945	821
535	946	819
536	948	817
537	950	816
538	951	814
539	953	812
540	955	810
541	956	808
542	958	806
543	960	804
544	961	802
545	963	801
546	965	799
547	966	797
548	968	795
549	970	793
550	971	791
551	973	790
552	975	788
553	976	786
554	978	784
555	980	782
556	981	780
557	983	778
558	985	777
559	986	775
560	988	773
561	990	771
562	991	769
563	993	767
564	994	766
565	996	764
566	998	762
567	999	760
568	1001	758
569	1003	756
570	1005	755
571	1006	753
572	1008	751
573	1009	749
574	1011	747
575	1013	745
576	1014	744
577	1016	742
578	1018	740
579	1019	738
580	1021	736
581	1023	734
582	1024	733
583	1026	731
584	1028	729
585	1030	727
586	1031	725
587	1033	724
588	1035	722
589	1036	720
590	1038	718
591	1040	716
592	1041	715
593	1043	713
594	1045	711
595	1046	709
596	1048	707
597	1050	705
598	1051	704
599	1053	702
600	1055	700
601	1056	698
602	1058	696
603	1060	695
604	1061	693
605	1063	691
606	1065	689
607	1066	687
608	1068	686
609	1070	684
610	1071	682
611	1073	680
612	1075	678
613	1076	676
614	1078	675
615	1080	673
616	1081	671
617	1083	669
618	1085	667
619	1086	666
620	1088	664
621	1090	662
622	1091	660
623	1093	658
624	1095	657
625	1096	655
626	1098	653
627	1100	651
628	1101	649
629	1103	648
630	1105	646
631	1106	644
632	1108	642
633	1110	640
634	1111	639
635	1113	637
636	1115	635
637	1116	633
638	1118	631
639	1120	630
640	1121	628
641	1123	626
642	1125	624
643	1126	622
644	1128	621
645	1130	619
646	1131	617
647	1133	615
648	1135	614
649	1136	612
650	1138	610
651	1140	608
652	1142	606
653	1143	605
654	1145	603
655	1147	601
656	1148	599
657	1150	597
658	1152	596
659	1153	594
660	1155	592
661	1157	590
662	1158	588
663	1160	587
664	1162	585
665	1164	583
666	1165	581
667	1167	580
668	1169	578
669	1170	576
670	1172	574
671	1174	573
672	1175	571
673	1177	569
674	1179	567
675	1180	565
676	1182	564
677	1184	562
678	1185	560
679	1187	558
680	1189	556
681	1190	555
682	1192	553
683	1194	551
684	1195	549
685	1197	548
686	1198	546
687	1200	544
688	1202	542
689	1203	540
690	1205	539
691	1207	537
692	1208	535
693	1210	533
694	1212	531
695	1213	530
696	1215	528
697	1217	526
698	1218	524
699	1220	523
700	1222	521
701	1223	519
702	1225	517
703	1227	516
704	1228	514
705	1230	512
706	1232	510
707	1234	508
708	1235	507
709	1237	505
710	1239	503
711	1240	501
712	1242	500
713	1244	498
714	1246	496
715	1247	494
716	1249	493
717	1251	491
718	1252	489
719	1254	487
720	1256	486
721	1257	484
722	1259	482
723	1261	480
724	1262	478
725	1264	477
726	1266	475
727	1267	473
728	1269	471
729	1271	470
730	1273	468
731	1274	466
732	1276	464
733	1278	463
734	1279	461
735	1281	459
736	1283	457
737	1284	456
738	1286	454
739	1288	452
740	1289	450
741	1291	449
742	1293	447
743	1294	445
744	1296	443
745	1298	441
746	1299	440
747	1301	438
748	1303	436
749	1304	434
750	1306	433
751	1308	431
752	1309	429
753	1311	427
754	1313	426
755	1315	424
756	1316	422
757	1318	420
758	1320	419
759	1321	417
760	1323	415
761	1325	413
762	1326	412
763	1328	410
764	1330	408
765	1331	406
766	1333	405
767	1335	403
768	1336	401
769	1338	399
770	1340	398
771	1341	396
772	1343	394
773	1345	392
774	1346	391
775	1348	389
776	1350	387
777	1351	385
778	1353	383
779	1355	382
780	1356	380
781	1358	378
782	1360	376
783	1361	375
784	1363	373
785	1365	371
786	1366	369
787	1368	368
788	1370	366
789	1371	364
790	1373	362
791	1375	361
792	1376	359
793	1378	357
794	1380	355
795	1382	354
796	1383	352
797	1385	350
798	1387	348
799	1388	347
800	1390	345
801	1392	343
802	1393	341
803	1395	340
804	1397	338
805	1398	336
806	1400	334
807	1401	333
808	1403	331
809	1405	329
810	1407	327
811	1408	326
812	1410	324
813	1411	322
814	1413	320
815	1415	319
816	1417	317
817	1419	315
818	1420	313
819	1422	312
820	1424	310
821	1425	308
822	1427	306
823	1428	305
824	1430	303
825	1432	301
826	1433	299
827	1435	298
828	1437	296
829	1439	294
830	1440	292
831	1442	291
832	1444	289
833	1445	287
834	1447	286
835	1449	284
836	1450	282
837	1452	280
838	1454	279
839	1455	277
840	1457	275
841	1459	273
842	1460	272
843	1462	270
844	1464	268
845	1465	266
846	1467	265
847	1469	263
848	1470	261
849	1472	259
850	1474	258
851	1475	256
852	1477	254
853	1479	252
854	1480	251
855	1482	249
856	1484	247
857	1485	245
858	1487	244
859	1489	242
860	1490	240
861	1492	238
862	1494	237
863	1496	235
864	1497	233
865	1499	232
866	1501	230
867	1502	228
868	1507	227
869	1508	225
870	1510	223
871	1512	221
872	1513	220
873	1515	218
874	1517	216
875	1518	214
876	1520	213
877	1522	211
878	1523	209
879	1525	208
880	1527	206
881	1528	204
882	1530	202
883	1532	201
884	1533	199
885	1535	197
886	1537	195
887	1538	194
888	1540	192
889	1542	190
890	1543	188
891	1545	187
892	1547	185
893	1548	183
894	1550	181
895	1552	180
896	1553	178
897	1555	176
898	1557	174
899	1558	173
900	1560	171
901	1562	169
902	1563	167
903	1565	166
904	1567	164
905	1568	162
906	1570	161
907	1572	159
908	1573	157
909	1575	155
910	1577	154
911	1578	152
912	1580	150
913	1582	148
914	1583	147
915	1585	145
916	1587	143
917	1589	141
918	1590	140
919	1592	138
920	1594	136
921	1595	134
922	1597	133
923	1598	131
924	1600	129
925	1602	128
926	1603	126
927	1605	124
928	1607	122
929	1608	121
930	1610	119
931	1612	117
932	1613	115
933	1615	114
934	1617	112
935	1618	110
936	1620	108
937	1622	107
938	1623	105
939	1625	103
940	1627	102
941	1628	100
942	1630	98
943	1632	96
944	1633	95
945	1635	93
946	1637	91
947	1638	89
948	1640	88
949	1642	86
950	1643	84
951	1645	82
952	1647	81
953	1649	79
954	1650	77
955	1652	76
956	1654	74
957	1655	72
958	1657	70
959	1659	69
960	1660	67
961	1662	65
962	1664	63
963	1665	62
964	1667	60
965	1669	58
966	1670	57
967	1672	55
968	1674	53
969	1675	51
970	1677	50
971	1679	48
972	1681	46
973	1682	44
974	1684	43
975	1686	41
976	1687	39
977	1689	38
978	1691	36
979	1692	34
980	1694	32
981	1696	31
982	1697	29
983	1699	27
984	1701	25
985	1702	24
986	1704	22
987	1706	20
988	1707	18
989	1709	17
990	1711	15
991	1712	13
992	1714	12
993	1716	10
994	1717	8
995	1719	6
996	1721	5
997	1722	3
998	1724	1
999	1726	0
