iter	RMSE
221	0.6135413406
222	0.6120570116
223	0.6110835116
224	0.6108515442
225	0.6101172536
226	0.6096261718
227	0.6093763424
228	0.606711748
229	0.6038055265
230	0.6018010958
231	0.5994601703
232	0.5985854686
233	0.5963017764
234	0.5957023669
235	0.5955319889
236	0.5946343178
237	0.5927721623
238	0.5909848509
239	0.5908091127
240	0.5906403561
241	0.5894334387
242	0.5892677909
243	0.587558897
244	0.5846810108
245	0.582404361
246	0.5811093493
247	0.5799909216
248	0.578708051
249	0.5776035623
250	0.5760695877
251	0.5739159514
252	0.5719786916
253	0.5718209038
254	0.5716370782
255	0.5696983326
256	0.5692905872
257	0.5685495931
258	0.5671907556
259	0.5660411621
260	0.5642153181
261	0.5617367616
262	0.5602019101
263	0.5589031075
264	0.5568572236
265	0.5548450128
266	0.5534131842
267	0.5522241123
268	0.5518235535
269	0.5512109051
270	0.550829227
271	0.5484877205
272	0.5480707621
273	0.5477299065
274	0.5457111658
275	0.5449908637
276	0.5427990352
277	0.5421352865
278	0.5416107388
279	0.5407484213
280	0.5396489775
281	0.5376623707
282	0.5356010678
283	0.5353765468
284	0.5334904379
285	0.5318896438
286	0.5301451086
287	0.5297678271
288	0.5284890532
289	0.5283423006
290	0.5260917626
291	0.5244183779
292	0.5242823364
293	0.5223859658
294	0.5220737811
295	0.5212170607
296	0.5195519656
297	0.5178397031
298	0.5170749615
299	0.5161163215
300	0.5153677999
301	0.5152444492
302	0.514345927
303	0.5122996665
304	0.5121408712
305	0.5106726987
306	0.5087318462
307	0.507321309
308	0.5068168688
309	0.5061409527
310	0.5059511121
311	0.5041729034
312	0.5040243484
313	0.5028200531
314	0.5023728231
315	0.501511788
316	0.5005440836
317	0.4991515034
318	0.4979805666
319	0.4968630513
320	0.4950609648
321	0.4943493481
322	0.493621204
323	0.492531343
324	0.4917915765
325	0.4900772569
326	0.4896276228
327	0.4893972782
328	0.4879747996
329	0.4863334446
330	0.4851582272
331	0.4836006849
332	0.4821556913
333	0.4809320456
334	0.4801023079
335	0.4790430277
336	0.4773957983
337	0.4758393884
338	0.4756972256
339	0.4751201436
340	0.4736102519
341	0.472206786
342	0.4709164937
343	0.46956813
344	0.4685685474
345	0.4672670566
346	0.466183649
347	0.4654690333
348	0.4647647095
349	0.464100519
350	0.4635535603
351	0.4624846747
352	0.4614795634
353	0.460654778
354	0.4597669527
355	0.4592974845
356	0.4583363674
357	0.457077064
358	0.4560226717
359	0.4548312586
360	0.4544002882
361	0.4529812213
362	0.4525341014
363	0.4514948822
364	0.4504059764
365	0.4497210509
366	0.4489099089
367	0.4482263377
368	0.4470266563
369	0.4466682387
370	0.4463994049
371	0.4450342921
372	0.4437753276
373	0.4431218422
374	0.441855118
375	0.4412312964
376	0.4408212622
377	0.4405676019
378	0.4395634787
379	0.4388652095
380	0.438317323
381	0.4371112164
382	0.4359576484
383	0.4348156049
384	0.4338147154
385	0.4335357438
386	0.4324558165
387	0.4317029599
388	0.4314323504
389	0.430258012
390	0.4297046492
391	0.4286817304
392	0.4277143545
393	0.4267717671
394	0.4263216326
395	0.4254067845
396	0.424476305
397	0.4243627302
398	0.4232386048
399	0.4223161272
400	0.4213665468
401	0.4207163334
402	0.4204901319
403	0.4194565062
404	0.4184154155
405	0.4174162427
406	0.416550956
407	0.4163360549
408	0.4154748504
409	0.414871218
410	0.4140556546
411	0.4134853192
412	0.4133809933
413	0.412428522
414	0.4122188285
415	0.4114403234
416	0.4111743972
417	0.4106412396
418	0.4100412703
419	0.409233089
420	0.4087891612
421	0.4085411075
422	0.4076281512
423	0.4072320647
424	0.4063158276
425	0.405778691
426	0.4055216393
427	0.4046405668
428	0.4037708474
429	0.4028660466
430	0.4025051395
431	0.4021446615
432	0.4013192959
433	0.4004828484
434	0.4001069243
435	0.3991947727
436	0.3990436661
437	0.3982542273
438	0.3980296927
439	0.3976951065
440	0.3968312622
441	0.3960594896
442	0.3959579313
443	0.3957196651
444	0.3950620597
445	0.394285686
446	0.3941088298
447	0.3939660849
448	0.3936147283
449	0.3928822935
450	0.3922088064
451	0.3913031647
452	0.3910894176
453	0.3904907936
454	0.3896232784
455	0.3889269785
456	0.3887887692
457	0.3880459635
458	0.3878368337
459	0.387609297
460	0.3869687464
461	0.3862654831
462	0.3858411245
463	0.3857600806
464	0.3849367338
465	0.3841182824
466	0.383661794
467	0.3831163645
468	0.3823359661
469	0.381684752
470	0.3810597971
471	0.3809256374
472	0.3800513647
473	0.3793047614
474	0.3785904145
475	0.377762433
476	0.377320702
477	0.3769130425
478	0.376496328
479	0.3762259064
480	0.3755425868
481	0.3747566342
482	0.3746792319
483	0.3738425726
484	0.3731599879
485	0.3729008301
486	0.3721396611
487	0.3717901802
488	0.3713932743
489	0.3707521875
490	0.3702479835
491	0.3698722394
492	0.3693962137
493	0.3687415519
494	0.367940106
495	0.3671596863
496	0.3667866013
497	0.3665860546
498	0.3662285176
499	0.3656222237
500	0.3648703538
501	0.3646327848
502	0.3641934488
503	0.3638546903
504	0.3631312528
505	0.3624209929
506	0.3620792787
507	0.3618705847
508	0.3617177602
509	0.3616754451
510	0.3615980297
511	0.3609249051
512	0.3604874867
513	0.3603898975
514	0.3597525377
515	0.3590560222
516	0.3587320902
517	0.3583181034
518	0.3579979616
519	0.3573925424
520	0.3572683511
521	0.3567561409
522	0.3560075489
523	0.3557954155
524	0.3557625819
525	0.35553773
526	0.3549145694
527	0.3542688372
528	0.353673407
529	0.3535589287
530	0.3534678938
531	0.3533335904
532	0.3526224796
533	0.3523244342
534	0.3516477284
535	0.3510218954
536	0.3508382138
537	0.3501981783
538	0.3498361578
539	0.3497431496
540	0.3491740071
541	0.3489726177
542	0.3488685524
543	0.3482704856
544	0.3475882811
545	0.3470141448
546	0.3469823611
547	0.3463376466
548	0.3456955046
549	0.3455804225
550	0.3454720444
551	0.3449537188
552	0.3443424945
553	0.3437889091
554	0.3432656418
555	0.3426566537
556	0.342051339
557	0.3414800164
558	0.3408520812
559	0.3403793165
560	0.3403481112
561	0.3402773737
562	0.340072971
563	0.3395134305
564	0.338992801
565	0.3386973314
566	0.338158739
567	0.337561327
568	0.3375310621
569	0.336962846
570	0.3364234622
571	0.33575095
572	0.3352598376
573	0.334721373
574	0.3340866634
575	0.3335463137
576	0.332965546
577	0.3323568078
578	0.332159478
579	0.3316233066
580	0.3312682796
581	0.3307645732
582	0.3305370891
583	0.3303449054
584	0.3297689701
585	0.32930012
586	0.3291026062
587	0.3286330009
588	0.3284725849
589	0.327907208
590	0.3273506078
591	0.3269590294
592	0.326517658
593	0.3259817299
594	0.3254777155
595	0.3250667685
596	0.3245376361
597	0.3241283643
598	0.3237032529
599	0.3234023489
600	0.3229009442
601	0.3224544237
602	0.3220385695
603	0.3218541685
604	0.3215043225
605	0.3209977636
606	0.320718423
607	0.3206025236
608	0.3205175803
609	0.3202660249
610	0.3201569333
611	0.3200759292
612	0.3200457765
613	0.3196296516
614	0.3191545756
615	0.3186771679
616	0.3185447152
617	0.3184415456
618	0.3182070627
619	0.3177475434
620	0.3175954464
621	0.3172002127
622	0.3167402436
623	0.3165529317
624	0.3161004186
625	0.315843543
626	0.3154073828
627	0.3151436812
628	0.3146024228
629	0.3145296785
630	0.3141839337
631	0.313755071
632	0.3136305814
633	0.3135384679
634	0.3134101424
635	0.3129738018
636	0.3126187204
637	0.3121044408
638	0.311570355
639	0.3110349641
640	0.3107825283
641	0.3102866694
642	0.3098630676
643	0.309533454
644	0.3093016729
645	0.3087699505
646	0.3087008687
647	0.3084613371
648	0.3080466994
649	0.3076485809
650	0.3072040215
651	0.3068826887
652	0.3064096382
653	0.3061799182
654	0.3058268683
655	0.3053192692
656	0.3051871282
657	0.3051053249
658	0.304780748
659	0.3045979009
660	0.3044504633
661	0.3039824737
662	0.3034730004
663	0.3030377713
664	0.3027016821
665	0.3023320682
666	0.3019636535
667	0.3014608045
668	0.3009940895
669	0.3005292674
670	0.3000596621
671	0.2997349971
672	0.299304256
673	0.2992337723
674	0.299033195
675	0.2989685755
676	0.2987800825
677	0.2984276995
678	0.2979551173
679	0.2976456572
680	0.2971064848
681	0.2967732944
682	0.2963098902
683	0.2958470103
684	0.2954343742
685	0.295205003
686	0.2951758949
687	0.2947662689
688	0.2944212539
689	0.2942552176
690	0.2940983595
691	0.2936091185
692	0.2932713806
693	0.2931661948
694	0.292811216
695	0.2923913172
696	0.291927679
697	0.2915059897
698	0.291098224
699	0.2907598901
700	0.290385325
701	0.2900562595
702	0.2896934449
703	0.2893518728
704	0.289251059
705	0.2890866063
706	0.2886400496
707	0.2885238328
708	0.288326567
709	0.288298199
710	0.2879063169
711	0.2875631131
712	0.2872496376
713	0.2867953923
714	0.2864485068
715	0.2860284867
716	0.2858411658
717	0.2854553147
718	0.2853597892
719	0.2850428968
720	0.2848963926
721	0.2845100742
722	0.2844323292
723	0.2844046946
724	0.2840830014
725	0.2836559505
726	0.2833281147
727	0.2829814347
728	0.2826698175
729	0.2822972591
730	0.2822441253
731	0.28206004
732	0.2817430898
733	0.2815046159
734	0.2812880703
735	0.2811482966
736	0.280737659
737	0.280613187
738	0.2802601268
739	0.2798858426
740	0.2794829337
741	0.2793140331
742	0.2790407574
743	0.2788199223
744	0.2787946744
745	0.2785893233
746	0.2781785663
747	0.2778252887
748	0.2775531656
749	0.2771352712
750	0.2768487413
751	0.2765479069
752	0.2763779706
753	0.2759877172
754	0.2757788415
755	0.2755640446
756	0.275435753
757	0.2751153356
758	0.2748097064
759	0.2745281669
760	0.2741577957
761	0.2738206353
762	0.2736288356
763	0.2734827048
764	0.2733531844
765	0.2732278074
766	0.2731582874
767	0.2728075423
768	0.2727750928
769	0.272566885
770	0.2721898938
771	0.2718967798
772	0.2716941471
773	0.2713571679
774	0.2711955311
775	0.2711295767
776	0.2707710404
777	0.2707023835
778	0.2705285363
779	0.2701912901
780	0.2698225811
781	0.2695425067
782	0.2691832242
783	0.2689173154
784	0.2688012625
785	0.2687191182
786	0.2686405676
787	0.2682560491
788	0.2678376694
789	0.2675845312
790	0.2672968705
791	0.2671822022
792	0.2671044615
793	0.2669125317
794	0.2667601928
795	0.2667197596
796	0.2664488092
797	0.2663063753
798	0.2660585131
799	0.265999113
800	0.2655991774
801	0.2653178986
802	0.2652793268
803	0.2650132851
804	0.2646288709
805	0.2645914467
806	0.2642451175
807	0.2639977047
808	0.263672138
809	0.2634873698
810	0.2631690866
811	0.2631382689
812	0.2631025361
813	0.2629277192
814	0.2626290394
815	0.2621832387
816	0.26192822
817	0.2617075454
818	0.2614053097
819	0.2609826249
820	0.2609528475
821	0.2605745443
822	0.260168892
823	0.2598644858
824	0.2596961886
825	0.2594160891
826	0.2591721151
827	0.2590075543
828	0.2588995663
829	0.2588689507
830	0.2584936929
831	0.2581978686
832	0.25816887
833	0.2578040131
834	0.2574350771
835	0.2574055999
836	0.257095378
837	0.2567400154
838	0.2564536035
839	0.2561223435
840	0.2558927317
841	0.2555725016
842	0.2552775538
843	0.2552446294
844	0.2549597937
845	0.2547986924
846	0.2547709782
847	0.2547154111
848	0.2543613315
849	0.2540672848
850	0.2540394702
851	0.2537635788
852	0.2537368073
853	0.2536349284
854	0.2533280663
855	0.2531716232
856	0.2529247733
857	0.2526185102
858	0.2523390729
859	0.2520497439
860	0.2517990387
861	0.2514604716
862	0.2512113219
863	0.2511850009
864	0.2511543704
865	0.2510867233
866	0.2508036241
867	0.2505316857
868	0.2501388989
869	0.2500645516
870	0.2500385273
871	0.2497164681
872	0.2494799802
873	0.2492330307
874	0.2491738726
875	0.2489483309
876	0.2488146732
877	0.248617483
878	0.2485093012
879	0.2482254928
880	0.248077093
881	0.2480517019
882	0.247801461
883	0.2475317757
884	0.247346892
885	0.2471959829
886	0.2469585645
887	0.2466887434
888	0.2464646716
889	0.2461562361
890	0.2459428195
891	0.2456868461
892	0.2454093994
893	0.2451510047
894	0.2449013704
895	0.2448706744
896	0.2448459573
897	0.244584061
898	0.2443878424
899	0.2443633946
900	0.2442929312
901	0.2442692674
902	0.2439751564
903	0.2437427398
904	0.2433613315
905	0.2430968048
906	0.2428425382
907	0.2428189794
908	0.2427524823
909	0.2425696178
910	0.2425037774
911	0.2423904123
912	0.2422994728
913	0.2422007623
914	0.2421779614
915	0.2421151858
916	0.2418441413
917	0.2415922339
918	0.2415692413
919	0.241506142
920	0.2414449286
921	0.2414225269
922	0.2413254423
923	0.2413036616
924	0.2409429917
925	0.2406645033
926	0.2403453668
927	0.240085947
928	0.2398257913
929	0.239516952
930	0.2392143876
931	0.2390088199
932	0.2389607682
933	0.2387111011
934	0.2385203555
935	0.2382919319
936	0.2379963692
937	0.2378054885
938	0.237753389
939	0.2374739406
940	0.2371904656
941	0.2369674102
942	0.2367608389
943	0.2365245518
944	0.2363790193
945	0.2361008434
946	0.2359050927
947	0.2356814309
948	0.2354676129
949	0.2352457784
950	0.2349928553
951	0.234795269
952	0.2345934881
953	0.2343838919
954	0.2340449553
955	0.2338543934
956	0.2336673042
957	0.2333783151
958	0.2331650541
959	0.2329695254
960	0.2326355243
961	0.2323687851
962	0.2320503945
963	0.2317296143
964	0.2315010801
965	0.2312479712
966	0.2310556939
967	0.2307874897
968	0.2306875085
969	0.2305064218
970	0.2302111828
971	0.2299980385
972	0.2296945836
973	0.2294504933
974	0.2292736927
975	0.2290363503
976	0.2288506835
977	0.2286078815
978	0.2284283776
979	0.2282034471
980	0.2281425797
981	0.227926339
982	0.2279040866
983	0.2276608457
984	0.2275141078
985	0.2274915382
986	0.2274701506
987	0.2274096457
988	0.2272007328
989	0.2269087609
990	0.2267103207
991	0.226688195
992	0.2265954916
993	0.2265371829
994	0.2262856349
995	0.2260726424
996	0.2260510451
997	0.2259675706
998	0.2259465528
999	0.2258864975
